,Live Spectrum 8-8-2024 9:36:48 PM,
379.709,0.1447575,
380.147,0.08399597,
380.585,0.1259132,
381.023,0.2539916,
381.461,0.1983417,
381.899,0.09890981,
382.337,0.007992906,
382.775,0.05814805,
383.213,0.1557752,
383.651,0.149996,
384.088,0.04551367,
384.526,0.01379489,
384.964,0.03007457,
385.402,0.003107129,
385.840,-0.0505638,
386.278,-0.09165365,
386.716,-0.09100499,
387.154,-0.05330238,
387.592,-0.04879966,
388.030,-0.0571683,
388.468,-0.01487505,
388.906,0.03244383,
389.344,0.06277691,
389.782,0.07983866,
390.219,0.1042176,
390.657,0.1180485,
391.095,0.1339303,
391.533,0.1140086,
391.971,0.1056198,
392.409,0.09865719,
392.847,0.1085593,
393.285,0.1507454,
393.723,0.196134,
394.161,0.1369911,
394.599,0.07417261,
395.037,0.01323872,
395.475,-0.004695528,
395.913,0.06414242,
396.351,0.1904701,
396.788,0.2204711,
397.226,0.1809076,
397.664,0.1242603,
398.102,0.06180952,
398.540,0.04045087,
398.978,0.03730398,
399.416,0.03207013,
399.854,0.02306545,
400.292,0.03885294,
400.730,0.1204555,
401.168,0.1770548,
401.606,0.2002797,
402.044,0.2378424,
402.482,0.2513405,
402.919,0.1931902,
403.357,0.1006691,
403.795,0.03058654,
404.233,0.0175487,
404.671,0.04483399,
405.109,0.07933153,
405.547,0.0941215,
405.985,0.08134432,
406.423,0.05541031,
406.861,0.04683993,
407.299,0.05871444,
407.737,0.09307082,
408.175,0.1162676,
408.613,0.08085572,
409.050,0.03874977,
409.488,0.02723,
409.926,0.03264131,
410.364,0.03594392,
410.802,0.06252462,
411.240,0.1235852,
411.678,0.1281069,
412.116,0.09000198,
412.554,0.06357953,
412.992,0.06724488,
413.430,0.06879004,
413.868,0.06609663,
414.306,0.06890019,
414.744,0.07451045,
415.182,0.0717183,
415.619,0.06893482,
416.057,0.07112265,
416.495,0.08429281,
416.933,0.1099076,
417.371,0.1300823,
417.809,0.1127539,
418.247,0.1220217,
418.685,0.1348103,
419.123,0.1429946,
419.561,0.1424202,
419.999,0.1371401,
420.437,0.1369981,
420.875,0.1468589,
421.313,0.138686,
421.750,0.1443345,
422.188,0.1551934,
422.626,0.1466581,
423.064,0.1245911,
423.502,0.1102969,
423.940,0.1178959,
424.378,0.134996,
424.816,0.1248539,
425.254,0.1087466,
425.692,0.09179922,
426.130,0.0867204,
426.568,0.09856335,
427.006,0.1165731,
427.444,0.1246647,
427.881,0.1232765,
428.319,0.1326473,
428.757,0.1457228,
429.195,0.1385151,
429.633,0.1365678,
430.071,0.146574,
430.509,0.1568449,
430.947,0.1558392,
431.385,0.1458613,
431.823,0.1241311,
432.261,0.1362963,
432.699,0.1451746,
433.137,0.1297913,
433.575,0.1169171,
434.013,0.1132559,
434.450,0.1055713,
434.888,0.09582205,
435.326,0.113704,
435.764,0.1324542,
436.202,0.1444362,
436.640,0.1432461,
437.078,0.1264714,
437.516,0.1142104,
437.954,0.1174649,
438.392,0.1219542,
438.830,0.1172932,
439.268,0.1155614,
439.706,0.1267259,
440.144,0.1511731,
440.581,0.1692316,
441.019,0.1791238,
441.457,0.1802383,
441.895,0.1690337,
442.333,0.1460755,
442.771,0.127901,
443.209,0.1326014,
443.647,0.1538441,
444.085,0.161816,
444.523,0.1514344,
444.961,0.1405268,
445.399,0.1309739,
445.837,0.1124976,
446.275,0.103488,
446.712,0.1124499,
447.150,0.1292564,
447.588,0.1670525,
448.026,0.1955235,
448.464,0.2028055,
448.902,0.1970785,
449.340,0.1876664,
449.778,0.1756413,
450.216,0.1713105,
450.654,0.166325,
451.092,0.1618588,
451.530,0.1699099,
451.968,0.1648358,
452.406,0.1615352,
452.844,0.1700112,
453.281,0.1796904,
453.719,0.1768616,
454.157,0.1750906,
454.595,0.1796223,
455.033,0.1820274,
455.471,0.176983,
455.909,0.1693816,
456.347,0.1662176,
456.785,0.1645043,
457.223,0.1569743,
457.661,0.1475257,
458.099,0.1533179,
458.537,0.1613129,
458.975,0.1587182,
459.412,0.1584626,
459.850,0.1597314,
460.288,0.1671929,
460.726,0.177984,
461.164,0.1884828,
461.602,0.205071,
462.040,0.2293998,
462.478,0.2252033,
462.916,0.2160317,
463.354,0.2162771,
463.792,0.1986321,
464.230,0.1764553,
464.668,0.1690673,
465.106,0.1723798,
465.543,0.1734361,
465.981,0.1768856,
466.419,0.1859101,
466.857,0.1810576,
467.295,0.1787605,
467.733,0.1805029,
468.171,0.1878066,
468.609,0.2011433,
469.047,0.2128141,
469.485,0.2131146,
469.923,0.2078759,
470.361,0.2117872,
470.799,0.2192825,
471.237,0.2158272,
471.675,0.2045389,
472.112,0.1955265,
472.550,0.1939117,
472.988,0.1981011,
473.426,0.1999999,
473.864,0.1934012,
474.302,0.1918727,
474.740,0.2067864,
475.178,0.2163192,
475.616,0.2186894,
476.054,0.2207699,
476.492,0.2218806,
476.930,0.2277186,
477.368,0.2377353,
477.806,0.240647,
478.243,0.2313974,
478.681,0.2203351,
479.119,0.2148449,
479.557,0.2140732,
479.995,0.2092314,
480.433,0.2113265,
480.871,0.2229257,
481.309,0.2356882,
481.747,0.2414823,
482.185,0.241935,
482.623,0.2421712,
483.061,0.2441128,
483.499,0.2328394,
483.937,0.2147803,
484.374,0.2120472,
484.812,0.2217492,
485.250,0.2343278,
485.688,0.2427003,
486.126,0.2454296,
486.564,0.2452137,
487.002,0.2450819,
487.440,0.2461752,
487.878,0.2480539,
488.316,0.2476479,
488.754,0.2455672,
489.192,0.2460468,
489.630,0.2420707,
490.068,0.240045,
490.506,0.2495819,
490.943,0.2633966,
491.381,0.2633907,
491.819,0.2601056,
492.257,0.257454,
492.695,0.2553102,
493.133,0.2545626,
493.571,0.2612131,
494.009,0.2723999,
494.447,0.2773959,
494.885,0.2760312,
495.323,0.2750217,
495.761,0.2732363,
496.199,0.2690318,
496.637,0.2632271,
497.074,0.2693044,
497.512,0.2754298,
497.950,0.2776769,
498.388,0.2828823,
498.826,0.2839276,
499.264,0.2791828,
499.702,0.2742108,
500.140,0.2697574,
500.578,0.2627757,
501.016,0.2653479,
501.454,0.275263,
501.892,0.2737404,
502.330,0.2632702,
502.768,0.2550517,
503.206,0.2599382,
503.643,0.2706783,
504.081,0.2821587,
504.519,0.2938841,
504.957,0.2979175,
505.395,0.2884896,
505.833,0.2784096,
506.271,0.2800082,
506.709,0.2823924,
507.147,0.2755498,
507.585,0.2716877,
508.023,0.2802052,
508.461,0.286118,
508.899,0.2788369,
509.337,0.2703346,
509.774,0.2727702,
510.212,0.274501,
510.650,0.2762534,
511.088,0.2812608,
511.526,0.2754312,
511.964,0.2703851,
512.402,0.2728512,
512.840,0.2805984,
513.278,0.2864934,
513.716,0.2888719,
514.154,0.2873219,
514.592,0.2812771,
515.030,0.2791567,
515.468,0.2843709,
515.905,0.2908535,
516.343,0.2885599,
516.781,0.2873504,
517.219,0.2888954,
517.657,0.2883504,
518.095,0.2847387,
518.533,0.2775352,
518.971,0.2707319,
519.409,0.2680061,
519.847,0.2670074,
520.285,0.2694116,
520.723,0.2751255,
521.161,0.2782385,
521.599,0.2815266,
522.037,0.277829,
522.474,0.2692084,
522.912,0.2666837,
523.350,0.2684115,
523.788,0.2675632,
524.226,0.2653662,
524.664,0.2650031,
525.102,0.2630867,
525.540,0.2628311,
525.978,0.2636948,
526.416,0.2666867,
526.854,0.2674377,
527.292,0.2624276,
527.730,0.2610733,
528.168,0.2623646,
528.605,0.262315,
529.043,0.2596575,
529.481,0.2574517,
529.919,0.2574929,
530.357,0.2579718,
530.795,0.2614445,
531.233,0.2655713,
531.671,0.2632608,
532.109,0.2603566,
532.547,0.260737,
532.985,0.2591435,
533.423,0.2500163,
533.861,0.2432306,
534.299,0.2448265,
534.736,0.2485823,
535.174,0.2475077,
535.612,0.2436429,
536.050,0.2417021,
536.488,0.2434229,
536.926,0.2451792,
537.364,0.2445116,
537.802,0.247828,
538.240,0.2471434,
538.678,0.2477737,
539.116,0.2488646,
539.554,0.2432766,
539.992,0.2376256,
540.430,0.235782,
540.868,0.2323954,
541.305,0.2280926,
541.743,0.2296043,
542.181,0.2308388,
542.619,0.2279081,
543.057,0.2232349,
543.495,0.2214312,
543.933,0.220872,
544.371,0.221548,
544.809,0.2223254,
545.247,0.221983,
545.685,0.2191353,
546.123,0.2155399,
546.561,0.212636,
546.999,0.2100745,
547.436,0.2097549,
547.874,0.2113053,
548.312,0.2093158,
548.750,0.2061648,
549.188,0.2079273,
549.626,0.207566,
550.064,0.203877,
550.502,0.2031911,
550.940,0.203165,
551.378,0.2029582,
551.816,0.2012035,
552.254,0.1963976,
552.692,0.1914035,
553.130,0.1901351,
553.567,0.1911857,
554.005,0.1931494,
554.443,0.1926332,
554.881,0.1881231,
555.319,0.1846679,
555.757,0.1855824,
556.195,0.185408,
556.633,0.1844569,
557.071,0.1802758,
557.509,0.1773127,
557.947,0.1747108,
558.385,0.1714044,
558.823,0.1676345,
559.261,0.1612332,
559.699,0.1529163,
560.136,0.1495918,
560.574,0.1520475,
561.012,0.1522974,
561.450,0.1537594,
561.888,0.1545509,
562.326,0.1535944,
562.764,0.1510247,
563.202,0.1475864,
563.640,0.1481706,
564.078,0.1474938,
564.516,0.1417469,
564.954,0.1339862,
565.392,0.1289362,
565.830,0.1296855,
566.267,0.1352844,
566.705,0.1389711,
567.143,0.1362108,
567.581,0.1300316,
568.019,0.1272864,
568.457,0.1249253,
568.895,0.1180351,
569.333,0.1096816,
569.771,0.1091615,
570.209,0.1151806,
570.647,0.1190191,
571.085,0.1163784,
571.523,0.1127943,
571.961,0.110927,
572.398,0.1072279,
572.836,0.1031588,
573.274,0.1041013,
573.712,0.1061749,
574.150,0.103549,
574.588,0.1020277,
575.026,0.1049126,
575.464,0.1009918,
575.902,0.09672557,
576.340,0.0960102,
576.778,0.09546413,
577.216,0.09353624,
577.654,0.09265511,
578.092,0.09039798,
578.530,0.08526963,
578.967,0.08043377,
579.405,0.07808463,
579.843,0.07748067,
580.281,0.07924291,
580.719,0.08334193,
581.157,0.08529989,
581.595,0.08564446,
582.033,0.08492036,
582.471,0.08438988,
582.909,0.08595764,
583.347,0.08079792,
583.785,0.07416625,
584.223,0.06994795,
584.661,0.07073711,
585.098,0.07298237,
585.536,0.07462259,
585.974,0.07441191,
586.412,0.07174762,
586.850,0.06847811,
587.288,0.06643507,
587.726,0.06529486,
588.164,0.06577484,
588.602,0.0689776,
589.040,0.06961646,
589.478,0.06655776,
589.916,0.06452499,
590.354,0.06453655,
590.792,0.06330085,
591.229,0.06024608,
591.667,0.05948522,
592.105,0.05741442,
592.543,0.05632268,
592.981,0.05431347,
593.419,0.04955603,
593.857,0.04743145,
594.295,0.04957024,
594.733,0.05305528,
595.171,0.05741011,
595.609,0.06132861,
596.047,0.06139602,
596.485,0.05980684,
596.923,0.06026462,
597.361,0.06004908,
597.798,0.06141483,
598.236,0.06203017,
598.674,0.05968156,
599.112,0.05766498,
599.550,0.05360463,
599.988,0.05213091,
600.426,0.05354742,
600.864,0.05285023,
601.302,0.05149863,
601.740,0.04939652,
602.178,0.04730783,
602.616,0.04690204,
603.054,0.04770784,
603.492,0.0478857,
603.929,0.04734434,
604.367,0.04783042,
604.805,0.04808829,
605.243,0.0446435,
605.681,0.03936713,
606.119,0.03562036,
606.557,0.03638384,
606.995,0.04043808,
607.433,0.04416954,
607.871,0.04757852,
608.309,0.04794986,
608.747,0.04924505,
609.185,0.04755088,
609.623,0.04567265,
610.060,0.04692993,
610.498,0.0457889,
610.936,0.04356781,
611.374,0.04387357,
611.812,0.04340644,
612.250,0.04345964,
612.688,0.04715401,
613.126,0.05116106,
613.564,0.05275402,
614.002,0.05053087,
614.440,0.04390108,
614.878,0.03984925,
615.316,0.04211996,
615.754,0.0436438,
616.192,0.04439953,
616.629,0.04335856,
617.067,0.04100043,
617.505,0.04113526,
617.943,0.04277242,
618.381,0.04249954,
618.819,0.03968864,
619.257,0.03772725,
619.695,0.03831156,
620.133,0.04060074,
620.571,0.04084602,
621.009,0.04141003,
621.447,0.039858,
621.885,0.03576439,
622.323,0.03479757,
622.760,0.03517051,
623.198,0.03304382,
623.636,0.02994308,
624.074,0.02825569,
624.512,0.02716508,
624.950,0.02460234,
625.388,0.02280679,
625.826,0.02522285,
626.264,0.02864259,
626.702,0.03005005,
627.140,0.03091673,
627.578,0.03261881,
628.016,0.03482776,
628.454,0.03645476,
628.891,0.0368268,
629.329,0.03613774,
629.767,0.03611256,
630.205,0.03453847,
630.643,0.03273597,
631.081,0.0330712,
631.519,0.03390108,
631.957,0.03161621,
632.395,0.03015849,
632.833,0.02895971,
633.271,0.02895953,
633.709,0.0304895,
634.147,0.0301128,
634.585,0.02887914,
635.023,0.02680659,
635.460,0.0246738,
635.898,0.02491572,
636.336,0.02629566,
636.774,0.02687262,
637.212,0.0281655,
637.650,0.02906893,
638.088,0.02801197,
638.526,0.02707789,
638.964,0.02665244,
639.402,0.02714415,
639.840,0.02942082,
640.278,0.03180362,
640.716,0.03310936,
641.154,0.03118509,
641.591,0.02913661,
642.029,0.03052167,
642.467,0.03304796,
642.905,0.03594663,
643.343,0.03449321,
643.781,0.02929927,
644.219,0.02547414,
644.657,0.02509453,
645.095,0.0262536,
645.533,0.02770434,
645.971,0.03060426,
646.409,0.02585769,
646.847,0.02093727,
647.285,0.02157678,
647.722,0.02110929,
648.160,0.01966067,
648.598,0.01890679,
649.036,0.01835884,
649.474,0.01955609,
649.912,0.02114504,
650.350,0.02083952,
650.788,0.01944689,
651.226,0.02007406,
651.664,0.01982988,
652.102,0.01808551,
652.540,0.01907177,
652.978,0.02132106,
653.416,0.02292669,
653.854,0.02434119,
654.291,0.0258204,
654.729,0.02700475,
655.167,0.02571158,
655.605,0.02424469,
656.043,0.02612187,
656.481,0.0275714,
656.919,0.02728943,
657.357,0.02710898,
657.795,0.02473378,
658.233,0.02022372,
658.671,0.01897024,
659.109,0.01944829,
659.547,0.01724924,
659.985,0.0138708,
660.422,0.01043537,
660.860,0.008394975,
661.298,0.009178022,
661.736,0.01192321,
662.174,0.01627474,
662.612,0.02145531,
663.050,0.02505649,
663.488,0.02427327,
663.926,0.02278791,
664.364,0.02026448,
664.802,0.01629348,
665.240,0.01598557,
665.678,0.01796077,
666.116,0.02122357,
666.554,0.02515753,
666.991,0.02589307,
667.429,0.02124308,
667.867,0.01682935,
668.305,0.01552489,
668.743,0.01309231,
669.181,0.009783096,
669.619,0.009855989,
670.057,0.01304501,
670.495,0.0159325,
670.933,0.01855495,
671.371,0.02111778,
671.809,0.02409983,
672.247,0.02521067,
672.685,0.0231434,
673.122,0.02144856,
673.560,0.01902324,
673.998,0.01670066,
674.436,0.01563842,
674.874,0.01474761,
675.312,0.01509647,
675.750,0.01556076,
676.188,0.01489658,
676.626,0.01563731,
677.064,0.01745193,
677.502,0.01808988,
677.940,0.0185292,
678.378,0.01851309,
678.816,0.01840853,
679.253,0.01732625,
679.691,0.0150182,
680.129,0.01461467,
680.567,0.01582969,
681.005,0.01472561,
681.443,0.01340439,
681.881,0.01340968,
682.319,0.01106948,
682.757,0.008953648,
683.195,0.008737304,
683.633,0.008661427,
684.071,0.008268964,
684.509,0.006813122,
684.947,0.004868741,
685.385,0.003873386,
685.822,0.005303619,
686.260,0.008547026,
686.698,0.01090924,
687.136,0.01274532,
687.574,0.01590481,
688.012,0.01869244,
688.450,0.01899444,
688.888,0.01716169,
689.326,0.01410335,
689.764,0.0117071,
690.202,0.01113356,
690.640,0.01025637,
691.078,0.008632102,
691.516,0.008434156,
691.953,0.01021343,
692.391,0.01188815,
692.829,0.01094444,
693.267,0.009115619,
693.705,0.008277254,
694.143,0.007192244,
694.581,0.004742676,
695.019,0.002777101,
695.457,0.003676179,
695.895,0.004494723,
696.333,0.004552591,
696.771,0.00630146,
697.209,0.007280513,
697.647,0.006839503,
698.084,0.006897384,
698.522,0.007798064,
698.960,0.008904507,
699.398,0.008116364,
699.836,0.007467221,
700.274,0.008552457,
700.712,0.00884601,
701.150,0.008494043,
701.588,0.008328886,
702.026,0.007568676,
702.464,0.007522414,
702.902,0.008962904,
703.340,0.009374824,
703.778,0.008831643,
704.216,0.0100911,
704.653,0.01065739,
705.091,0.008004494,
705.529,0.004269292,
705.967,0.002073152,
706.405,0.0005491495,
706.843,-0.0002288355,
707.281,0.001090721,
707.719,0.002950409,
708.157,0.005208491,
708.595,0.007543063,
709.033,0.009008201,
709.471,0.01019215,
709.909,0.01051449,
710.347,0.00965102,
710.784,0.008220948,
711.222,0.006497255,
711.660,0.004876519,
712.098,0.005491764,
712.536,0.009742819,
712.974,0.01365341,
713.412,0.01465882,
713.850,0.01596304,
714.288,0.0183864,
714.726,0.02159731,
715.164,0.02271414,
715.602,0.02062443,
716.040,0.01879255,
716.478,0.01735203,
716.915,0.01405694,
717.353,0.009857299,
717.791,0.007159846,
718.229,0.006904683,
718.667,0.006769915,
719.105,0.00752223,
719.543,0.008942858,
719.981,0.007851081,
720.419,0.008537697,
720.857,0.009771889,
721.295,0.008415292,
721.733,0.005258735,
722.171,0.002772047,
722.609,0.0005815533,
723.047,-0.001329269,
723.484,-0.001232748,
723.922,-0.000766628,
724.360,0.0001702362,
724.798,-0.0004118129,
725.236,2.135921E-5,
725.674,-2.634612E-5,
726.112,-0.003386878,
726.550,-0.006646686,
726.988,-0.005239695,
727.426,-0.003455866,
727.864,-0.003724534,
728.302,-0.001635411,
728.740,0.004434269,
729.178,0.008176255,
729.615,0.00842783,
730.053,0.009551553,
730.491,0.01168978,
730.929,0.01391287,
731.367,0.01567287,
731.805,0.01727735,
732.243,0.0168192,
732.681,0.01509627,
733.119,0.01482092,
733.557,0.01308039,
733.995,0.009872023,
734.433,0.006848091,
734.871,0.004429696,
735.309,0.002507235,
735.746,0.0009905485,
736.184,-7.593808E-5,
736.622,-0.00105245,
737.060,-0.001493455,
737.498,-0.000471247,
737.936,0.0005498468,
738.374,0.003375421,
738.812,0.00652165,
739.250,0.007252935,
739.688,0.009320494,
740.126,0.0105913,
740.564,0.008638508,
741.002,0.005515436,
741.440,0.002513097,
741.878,0.001087366,
742.315,0.001954604,
742.753,0.002456779,
743.191,0.003751546,
743.629,0.006159485,
744.067,0.004135549,
744.505,0.0006064573,
744.943,-0.00164052,
745.381,-0.001852535,
745.819,-0.0008042247,
746.257,-0.0007771381,
746.695,-3.610161E-5,
747.133,0.003034396,
747.571,0.005917095,
748.009,0.007988709,
748.446,0.00932715,
748.884,0.009224225,
