Wavelength [nm],Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance
740.564,0.01881213,-0.02238253,-0.02287573,-0.01502387,-0.01957151,-0.01388226,-0.02027127,-0.02034098,-0.01711275,-0.01788186,-0.01540618,-0.02198445,-0.005926373,-0.01913729,-0.02259626,0.006588415,-0.02004019,-0.003371342,-0.003455321,-0.01162029,-0.004268414,0.008814422,0.008638508,-0.009119147,0.00338178,0.01271773,0.01318305
741.002,0.01812393,-0.02413476,-0.02450659,-0.01551876,-0.0204514,-0.01626264,-0.02190087,-0.02027969,-0.0175385,-0.01887095,-0.01699263,-0.02324558,-0.00843977,-0.02149426,-0.02377898,0.005699254,-0.0188456,-0.004245521,-0.005058539,-0.01465549,-0.004820233,0.007249777,0.005515436,-0.0109722,0.003260194,0.01167885,0.01145169
741.440,0.01778015,-0.02527195,-0.02627044,-0.01587898,-0.02285355,-0.01745582,-0.02505562,-0.02011365,-0.01951744,-0.02075763,-0.01691216,-0.02540051,-0.01045197,-0.02516891,-0.02365336,0.004869962,-0.01989643,-0.004657333,-0.006457578,-0.01661265,-0.006259612,0.006016226,0.002513097,-0.01229212,0.003228547,0.01058835,0.009855479
741.878,0.01671187,-0.02819963,-0.02699895,-0.01743845,-0.0254525,-0.01938005,-0.02846666,-0.02210902,-0.01897929,-0.02201485,-0.01811348,-0.02673075,-0.01309936,-0.02814275,-0.02421648,0.003326141,-0.02139604,-0.004250608,-0.007291146,-0.01823108,-0.007779386,0.005387242,0.001087366,-0.01252936,0.002955786,0.008373697,0.0091184
742.315,0.01400999,-0.03114718,-0.02814812,-0.02006421,-0.0289112,-0.02225156,-0.0317724,-0.0242529,-0.0186443,-0.02397327,-0.01947468,-0.0286205,-0.01551073,-0.02967553,-0.02628335,0.00325647,-0.02179767,-0.001461353,-0.006100058,-0.01655371,-0.006468585,0.007116751,0.001954604,-0.01077987,0.004157567,0.008543943,0.009852935
742.753,0.01134514,-0.03338396,-0.02966245,-0.02245272,-0.03283511,-0.02454502,-0.03459597,-0.02527576,-0.0176718,-0.02602329,-0.02008709,-0.03121769,-0.01685413,-0.0310256,-0.02908155,0.002111705,-0.02099977,0.001858079,-0.004645747,-0.01231177,-0.004654825,0.007772023,0.002456779,-0.0101708,0.00474539,0.008802234,0.01051656
743.191,0.009834222,-0.03414364,-0.02992156,-0.02400557,-0.03446549,-0.02607658,-0.03648892,-0.02610702,-0.01648911,-0.02774042,-0.02078372,-0.0314712,-0.01712204,-0.03279771,-0.03039763,0.00147271,-0.01979378,0.003705218,-0.003967036,-0.009603,-0.003957197,0.007144364,0.003751546,-0.009717563,0.005000479,0.008604281,0.01109047
743.629,0.01024936,-0.0322132,-0.03008422,-0.02407405,-0.03368228,-0.02580336,-0.03681586,-0.02647207,-0.01720125,-0.02785597,-0.01954555,-0.03012582,-0.01592704,-0.03277601,-0.03002795,0.001422793,-0.01884983,0.003291281,-0.003695754,-0.007988735,-0.003484172,0.006917236,0.006159485,-0.008433243,0.005778245,0.008437832,0.01143628
744.067,0.01025757,-0.03017217,-0.03134857,-0.02364965,-0.03237879,-0.02584744,-0.03644882,-0.02668917,-0.01725566,-0.02689899,-0.01865938,-0.02800316,-0.01522968,-0.03147899,-0.0302439,-0.001235858,-0.01669123,0.0003518785,-0.006505924,-0.008217014,-0.004721329,0.005102604,0.004135549,-0.01064694,0.00424114,0.006294534,0.009268536
744.505,0.009759212,-0.0277815,-0.03299226,-0.02313843,-0.03100591,-0.02497697,-0.03515917,-0.02652912,-0.01652115,-0.02601176,-0.01811459,-0.02523067,-0.01488176,-0.02917021,-0.02894976,-0.003402443,-0.01516073,-0.002846349,-0.009378909,-0.009420045,-0.006533825,0.0022074,0.0006064573,-0.01352391,0.001147878,0.003900386,0.006255525
744.943,0.009912225,-0.02685806,-0.03352157,-0.02224704,-0.03028646,-0.0231042,-0.03339043,-0.02609826,-0.01652133,-0.02522235,-0.01826082,-0.02247929,-0.01405307,-0.02643192,-0.0258014,-0.003698208,-0.01615925,-0.005097834,-0.01086799,-0.01038573,-0.00682308,9.326843E-5,-0.00164052,-0.01451556,-0.0009826802,0.002587074,0.004465302
745.381,0.009638463,-0.02740973,-0.03369836,-0.02163647,-0.0299491,-0.02281455,-0.03232501,-0.0265892,-0.01662772,-0.02643606,-0.01984503,-0.02102993,-0.01411003,-0.02637907,-0.02411892,-0.003007319,-0.01625326,-0.005145089,-0.0112519,-0.01066975,-0.005063533,0.0001070995,-0.001852535,-0.01414662,-0.0004456246,0.002668273,0.005067549
745.819,0.01026753,-0.02779441,-0.03453664,-0.02145847,-0.02950663,-0.02360865,-0.03109795,-0.02835762,-0.01711575,-0.02844317,-0.02187232,-0.02092912,-0.01533476,-0.02790117,-0.02451964,-0.001802259,-0.01479917,-0.004211229,-0.01053932,-0.0115691,-0.002277106,0.0005499499,-0.0008042247,-0.01300258,0.001379076,0.003053238,0.006722337
746.257,0.01178747,-0.02877664,-0.03486131,-0.02221419,-0.02895429,-0.02464694,-0.03024752,-0.02966694,-0.01771869,-0.02963511,-0.02377321,-0.02132268,-0.01760762,-0.0289975,-0.02606859,-0.002593977,-0.01306542,-0.00492501,-0.01067441,-0.01262592,-0.001281774,-0.0005882548,-0.0007771381,-0.01295136,0.002451848,0.00176767,0.006473158
746.695,0.01271765,-0.02949067,-0.0354226,-0.02334904,-0.02847284,-0.02562899,-0.03112448,-0.02928981,-0.01736433,-0.03092771,-0.02439462,-0.022648,-0.0193453,-0.03069067,-0.02804974,-0.004343438,-0.0117779,-0.005856865,-0.01030313,-0.01140857,-0.001932339,-0.0009516695,-3.610161E-5,-0.01194483,0.00363381,0.0009279586,0.006416799
747.133,0.01218594,-0.02957536,-0.03714713,-0.02359743,-0.02789417,-0.02631732,-0.03375267,-0.02766667,-0.01625356,-0.03308424,-0.0239322,-0.02467075,-0.01988978,-0.03364903,-0.03001109,-0.00397191,-0.01161154,-0.004220151,-0.007805835,-0.008434089,-0.001954821,0.001704943,0.003034396,-0.00788513,0.006063408,0.002750786,0.009145084
747.571,0.01077031,-0.03006755,-0.03867364,-0.02351928,-0.0275952,-0.02701958,-0.03630464,-0.0262742,-0.01500403,-0.0358156,-0.02442688,-0.02617766,-0.02038754,-0.03672156,-0.03180889,-0.003555549,-0.01290066,-0.002572214,-0.005783968,-0.007778337,-0.002582315,0.004203794,0.005917095,-0.004369404,0.007558594,0.004965952,0.01021833
748.009,0.01017611,-0.03012486,-0.03821577,-0.02247105,-0.02762812,-0.02687877,-0.03793125,-0.0256522,-0.01511928,-0.03744221,-0.02489582,-0.02669014,-0.02007564,-0.03792296,-0.03220189,-0.00365792,-0.01482321,-0.002369892,-0.005111361,-0.008068798,-0.002893808,0.005465674,0.007988709,-0.002244629,0.007667349,0.006608385,0.009872493
748.446,0.01116477,-0.02956364,-0.03691106,-0.02038271,-0.02699432,-0.02527514,-0.03936503,-0.02566341,-0.01561379,-0.03790699,-0.02444266,-0.02695418,-0.01912015,-0.03759598,-0.03095716,-0.004185582,-0.01589637,-0.003426796,-0.006399019,-0.007425595,-0.004099166,0.005671384,0.00932715,-0.0008120715,0.006364375,0.006993361,0.00871627
748.884,0.01141185,-0.02891226,-0.03568127,-0.0184947,-0.02665448,-0.02350918,-0.03999309,-0.02574497,-0.01685581,-0.03795564,-0.02413671,-0.02717558,-0.01860973,-0.03675435,-0.02935217,-0.004085568,-0.01578447,-0.004764261,-0.007888436,-0.007005929,-0.005512037,0.0058603,0.009224225,0.0003790445,0.005186522,0.007511805,0.007435263
749.322,0.01128524,-0.02673789,-0.03377423,-0.01590942,-0.02609957,-0.02192463,-0.03876467,-0.02511971,-0.01848307,-0.03671807,-0.02340608,-0.02617731,-0.01813412,-0.03432051,-0.02802833,-0.00232653,-0.01575034,-0.004826587,-0.008702276,-0.005552731,-0.005344564,0.007374815,0.009826668,0.001919317,0.005599897,0.009793235,0.007927526
749.760,0.01205472,-0.02379454,-0.03177057,-0.01311978,-0.02473646,-0.02057886,-0.03583312,-0.02391337,-0.01897214,-0.03464032,-0.02175249,-0.02445355,-0.01737401,-0.03074798,-0.02676575,0.0006145576,-0.01665023,-0.002193605,-0.007842337,-0.002219297,-0.004151615,0.01035212,0.01249918,0.003894258,0.006943363,0.01367804,0.009927568
750.198,0.01388318,-0.02246869,-0.03064464,-0.01174896,-0.02344887,-0.02095616,-0.03282032,-0.02356392,-0.01927877,-0.03265195,-0.02025632,-0.02349448,-0.01685398,-0.02641048,-0.02640402,0.002677375,-0.01837945,0.00126081,-0.004591321,0.001126616,-0.001559184,0.01305943,0.01487227,0.00597181,0.00813338,0.01786455,0.01203653
750.636,0.01649076,-0.02327521,-0.02938019,-0.01169426,-0.02243048,-0.02277789,-0.0308974,-0.02393767,-0.01929068,-0.0305639,-0.01969997,-0.02257259,-0.01673439,-0.02243808,-0.02745424,0.002973589,-0.01985101,0.003322254,-0.001614307,0.002753204,0.000968031,0.01419242,0.01505133,0.007009341,0.008929646,0.0208712,0.0133802
751.074,0.01782033,-0.02522165,-0.02747003,-0.01328055,-0.0219945,-0.02441264,-0.02906372,-0.02460979,-0.01886533,-0.02872007,-0.01994521,-0.02149732,-0.01692543,-0.02099611,-0.02966044,0.003635945,-0.0210348,0.004621997,-7.706818E-5,0.002522701,0.002141412,0.0142479,0.01390188,0.006497966,0.00983886,0.02257768,0.01385782
751.512,0.01683575,-0.02731192,-0.02653232,-0.01568992,-0.02231413,-0.02511982,-0.02708203,-0.02613387,-0.01792049,-0.02804912,-0.02047603,-0.02128035,-0.01685075,-0.02219725,-0.03181369,0.004014974,-0.02253905,0.004933234,0.0006644364,0.0002703032,0.001491608,0.0125496,0.01227082,0.004258913,0.01010107,0.02237419,0.01329079
751.950,0.01470954,-0.02987062,-0.02639022,-0.01794012,-0.02233608,-0.0252122,-0.02614792,-0.02818951,-0.01709166,-0.02748671,-0.02124713,-0.02102676,-0.01671451,-0.02418195,-0.03384744,0.003298084,-0.02337776,0.005462889,0.0013021,-0.002483018,0.0005160607,0.01018054,0.01056884,0.001838248,0.01024709,0.02098002,0.01299597
752.388,0.01277759,-0.03207404,-0.02615733,-0.01945524,-0.02280413,-0.02485013,-0.02550126,-0.0297977,-0.01742863,-0.02761041,-0.0217068,-0.0204307,-0.01668207,-0.02534312,-0.03622171,0.003623303,-0.02281909,0.007406004,0.002438098,-0.004525468,0.0008875384,0.009091291,0.009817527,0.0007568185,0.01118584,0.01937562,0.01379018
752.826,0.01144167,-0.03354308,-0.02661645,-0.01990287,-0.02413886,-0.02419909,-0.02474501,-0.03087515,-0.01890116,-0.02853498,-0.02186863,-0.0209762,-0.016457,-0.0260129,-0.0379386,0.003837651,-0.02155045,0.009011692,0.002546538,-0.005546669,0.001117479,0.008599968,0.01008092,-0.000161613,0.01200942,0.01681035,0.01373408
753.264,0.01112035,-0.0346978,-0.02785379,-0.02088729,-0.02546861,-0.02478457,-0.02398522,-0.03200779,-0.02097901,-0.02884102,-0.0235122,-0.02198983,-0.01709793,-0.02650666,-0.03911861,0.003034874,-0.0208994,0.008713266,0.0005225334,-0.007071456,-0.0004408541,0.007594934,0.01026269,-0.001738541,0.01103827,0.01324745,0.0119871
753.702,0.01094472,-0.03453832,-0.02890668,-0.02225594,-0.02648508,-0.02445663,-0.02350756,-0.03340908,-0.02285845,-0.02857963,-0.02514991,-0.022594,-0.01761629,-0.02673088,-0.03961776,0.0008270509,-0.02099565,0.006205685,-0.002819592,-0.01030531,-0.004326851,0.004440421,0.009469085,-0.004718375,0.008042891,0.008561859,0.008750927
754.140,0.009992657,-0.03335997,-0.02923975,-0.02240172,-0.02620546,-0.02298356,-0.02347792,-0.03468544,-0.02348327,-0.02789493,-0.025615,-0.022695,-0.01714928,-0.02777022,-0.03919122,-0.001848725,-0.02100028,0.003747583,-0.005630575,-0.01227778,-0.007779235,0.001048611,0.008890779,-0.007573965,0.006050433,0.004706215,0.006058606
754.577,0.00993924,-0.03293679,-0.02866445,-0.02188726,-0.02471621,-0.02293692,-0.02309501,-0.03568364,-0.02238187,-0.0275481,-0.02628324,-0.02308167,-0.01740784,-0.0285182,-0.03950478,-0.002575197,-0.01996063,0.002109874,-0.006761218,-0.01408983,-0.009482032,0.0003183156,0.007553526,-0.008342215,0.005676135,0.003530155,0.004597804
755.015,0.01083331,-0.03317402,-0.02804065,-0.02201923,-0.02346397,-0.02182528,-0.02294033,-0.03527313,-0.02128733,-0.02899781,-0.02630322,-0.02416378,-0.01739888,-0.02954506,-0.03917846,-0.002288981,-0.01921557,0.001724368,-0.006842576,-0.01518029,-0.009443284,0.002256192,0.006626192,-0.006967662,0.00644732,0.004751436,0.003371295
755.453,0.01083109,-0.03386258,-0.02892963,-0.02261557,-0.02418297,-0.02052905,-0.02448564,-0.03340312,-0.01981112,-0.03199865,-0.02529654,-0.02629252,-0.01707228,-0.03133335,-0.03746084,-0.002555295,-0.01914506,0.00200886,-0.007330136,-0.01533268,-0.008506215,0.00388616,0.005815188,-0.006413703,0.006713449,0.006760824,0.002073968
755.891,0.01081366,-0.03312616,-0.030064,-0.02216548,-0.02490638,-0.01996996,-0.02557174,-0.03164234,-0.0185417,-0.03462382,-0.02367894,-0.02886165,-0.0160336,-0.0323135,-0.03500899,-0.004082141,-0.01958395,0.0009391492,-0.008093571,-0.01624613,-0.008581305,0.003551334,0.003681483,-0.007048937,0.00610839,0.00739826,0.00180574
756.329,0.01139252,-0.03189304,-0.03087559,-0.02182042,-0.02486243,-0.02014511,-0.02555378,-0.03112644,-0.01788373,-0.03717968,-0.02313583,-0.03056977,-0.01480127,-0.03215993,-0.03269138,-0.003857249,-0.01974577,0.002164112,-0.006161559,-0.0152068,-0.006321523,0.005010609,0.003469961,-0.006133409,0.007703827,0.00907442,0.004133366
756.767,0.009548883,-0.0318912,-0.03251197,-0.02073288,-0.02556517,-0.0205185,-0.02619264,-0.03120432,-0.01691092,-0.03980639,-0.02310867,-0.0313717,-0.01354393,-0.03210938,-0.03064985,-0.003355612,-0.0174241,0.003714896,-0.004642261,-0.0139924,-0.00458855,0.006212509,0.003571343,-0.005340939,0.007569493,0.009735221,0.005755999
757.205,0.008465129,-0.03195856,-0.03232863,-0.01908399,-0.02485765,-0.02041556,-0.02576506,-0.03237922,-0.01657565,-0.03985158,-0.02294796,-0.03035006,-0.01265227,-0.03265369,-0.0296179,-0.004199957,-0.01529285,0.002924909,-0.004156233,-0.01354631,-0.005097125,0.006813997,0.002658819,-0.005545907,0.005582834,0.008673889,0.006223217
757.643,0.008575563,-0.03146081,-0.03038701,-0.01887774,-0.02314966,-0.02079202,-0.02508036,-0.03333241,-0.01600573,-0.03771188,-0.02398391,-0.02836794,-0.01314649,-0.03278218,-0.03034376,-0.004732565,-0.01399284,0.002937552,-0.003396453,-0.0125208,-0.00569949,0.008858726,0.002825419,-0.004962455,0.005591236,0.00867009,0.00769785
758.081,0.008127632,-0.03096419,-0.02897916,-0.01930325,-0.02178726,-0.0215892,-0.02532945,-0.03338429,-0.01603847,-0.03573572,-0.02519142,-0.02638856,-0.01449257,-0.03160133,-0.03211516,-0.005582905,-0.01339438,0.001964811,-0.004086912,-0.01290311,-0.00697321,0.009533848,0.001673281,-0.004256089,0.005118663,0.007622018,0.008485727
758.519,0.007910635,-0.02976336,-0.02774485,-0.01832816,-0.02105577,-0.02149276,-0.02598146,-0.0325275,-0.01610222,-0.03368893,-0.0248932,-0.02481311,-0.01402402,-0.03015521,-0.03227998,-0.005545891,-0.01266392,0.0008891146,-0.004259966,-0.01292311,-0.00684573,0.009246232,0.0003892569,-0.003300711,0.005539825,0.007167205,0.01015399
758.957,0.009180596,-0.02950036,-0.02617509,-0.01722031,-0.02040646,-0.02188341,-0.02595595,-0.0324644,-0.01512436,-0.0307052,-0.02481576,-0.02378813,-0.01290635,-0.02935899,-0.03175726,-0.00469385,-0.01217002,0.001555122,-0.003970009,-0.01083589,-0.005364407,0.01007797,0.00160113,-0.002686347,0.007360515,0.008617224,0.01298601
759.395,0.01189825,-0.02964968,-0.02564097,-0.01695904,-0.01977302,-0.02281762,-0.02532088,-0.03301147,-0.01390049,-0.02798614,-0.02517546,-0.02264526,-0.01286738,-0.02912998,-0.03197471,-0.004545053,-0.01320539,0.002147263,-0.003696778,-0.008618659,-0.003419915,0.01110853,0.003147012,-0.002586318,0.007818435,0.01031897,0.01397194
759.833,0.01462515,-0.02757226,-0.02573891,-0.01597081,-0.02006602,-0.02309747,-0.02447008,-0.03217584,-0.01226242,-0.02630399,-0.02420241,-0.02112231,-0.01293774,-0.02843731,-0.03135768,-0.003473029,-0.01391539,0.002969352,-0.001638642,-0.00708925,-0.001056618,0.01227805,0.003645063,-0.002178701,0.008631512,0.01224452,0.01488851
760.271,0.01602974,-0.02538772,-0.0258126,-0.01444201,-0.02194706,-0.02412447,-0.0240834,-0.03074169,-0.01089216,-0.02504634,-0.02387269,-0.02143395,-0.01360153,-0.02768072,-0.03058947,-0.0004059563,-0.01324258,0.004484013,0.0007156648,-0.006256011,0.0004916053,0.01324518,0.00360089,-0.001974674,0.01097441,0.01353943,0.01609297
760.709,0.01437657,-0.02530406,-0.02647758,-0.01510017,-0.02440737,-0.02704406,-0.02500615,-0.0301291,-0.01085648,-0.02458809,-0.02619997,-0.02405684,-0.01553602,-0.02811082,-0.0315184,0.001771708,-0.01316883,0.004750923,-8.683323E-5,-0.006809238,0.0006201231,0.01257611,0.001641544,-0.003089029,0.01275611,0.01220065,0.01538228
761.146,0.01123184,-0.02730629,-0.0282748,-0.01847976,-0.02585764,-0.03049938,-0.02641205,-0.03107906,-0.01241117,-0.02543103,-0.0295481,-0.0269228,-0.01757485,-0.03001805,-0.03316454,0.001819437,-0.01380878,0.003564582,-0.002662403,-0.007866799,0.0002940658,0.01060119,-0.001278547,-0.005457965,0.01342083,0.009897626,0.01276154
761.584,0.008850813,-0.02962286,-0.03005162,-0.02196108,-0.02618702,-0.03233931,-0.02747761,-0.03213029,-0.01324025,-0.02673361,-0.03180728,-0.02931581,-0.01869046,-0.03288328,-0.03375096,0.001817871,-0.01427104,0.002636775,-0.004937075,-0.007795608,0.0005266443,0.008663391,-0.002026975,-0.007245151,0.0142525,0.008378879,0.009912427
762.022,0.007216148,-0.0303816,-0.03075925,-0.02380387,-0.02671204,-0.032078,-0.02784165,-0.03172858,-0.01179601,-0.02749082,-0.03189134,-0.03062258,-0.01928695,-0.03467549,-0.03319458,0.002344966,-0.01419335,0.002950013,-0.005519274,-0.00677076,0.001016782,0.007808072,0.0006971185,-0.006980872,0.01572404,0.008014367,0.008543399
762.460,0.006610776,-0.03052399,-0.03088508,-0.02321353,-0.02769876,-0.03026587,-0.02816516,-0.02989894,-0.01055854,-0.02733185,-0.02990871,-0.03026692,-0.01973819,-0.03361367,-0.03196653,0.001741639,-0.01455922,0.003013522,-0.005556661,-0.00680995,0.0009597721,0.007297751,0.003764902,-0.006468001,0.01569465,0.007959202,0.007488605
762.898,0.00770298,-0.0311589,-0.03034159,-0.02165278,-0.02859344,-0.02844112,-0.02760798,-0.02870277,-0.01083992,-0.02688239,-0.02753842,-0.02861339,-0.01999763,-0.0304485,-0.03093268,-0.0005994781,-0.01662674,0.0009305529,-0.007326548,-0.009559149,-0.0007024482,0.005683586,0.003026233,-0.007790288,0.01315502,0.006354867,0.004616245
763.336,0.009440511,-0.0311139,-0.02938243,-0.02097881,-0.03001287,-0.02744515,-0.02604221,-0.02885002,-0.01176102,-0.02688645,-0.02580234,-0.02725952,-0.02003112,-0.02824674,-0.03131188,-0.001991777,-0.01932465,-0.002268948,-0.009704449,-0.01316475,-0.003127065,0.004012455,-0.0006116618,-0.0102924,0.009323964,0.003682215,0.0008636744
763.774,0.01087303,-0.03083475,-0.0288045,-0.02182752,-0.03140396,-0.02733089,-0.02481263,-0.02923886,-0.01294312,-0.02742429,-0.02407517,-0.02705317,-0.02039813,-0.02715991,-0.03278188,-0.0001898716,-0.0202239,-0.003436314,-0.01001567,-0.01312339,-0.00269844,0.005155637,-0.001234392,-0.01018241,0.007863969,0.003802579,6.674107E-5
764.212,0.01204641,-0.03009479,-0.02854198,-0.02300565,-0.03152861,-0.02649468,-0.02488376,-0.02857864,-0.01319282,-0.02823897,-0.02215198,-0.0273247,-0.02067686,-0.02641951,-0.03356674,0.000738907,-0.01895256,-0.004570448,-0.01028221,-0.01214805,-0.001561969,0.006807216,-0.00101832,-0.008910194,0.007547822,0.005015248,0.0007650506
764.650,0.01230702,-0.02844567,-0.02834514,-0.02366387,-0.03002234,-0.02483324,-0.02603754,-0.02728522,-0.01356204,-0.02866907,-0.02057667,-0.02782434,-0.02031431,-0.02636399,-0.03292186,-0.0002052775,-0.01756064,-0.00671105,-0.01147045,-0.01256994,-0.002195047,0.006599567,-0.002357089,-0.009199199,0.005816774,0.004657549,0.000434606
765.088,0.01225116,-0.02702959,-0.02856223,-0.02289385,-0.02751059,-0.02367186,-0.02712061,-0.02596309,-0.01509926,-0.02776415,-0.01864343,-0.02859885,-0.01895076,-0.02637141,-0.03117011,-0.0003191599,-0.01814194,-0.007032608,-0.01077202,-0.01154517,-0.001941184,0.007203427,-0.00140023,-0.008319106,0.004375909,0.005528196,0.001959077
765.526,0.01254752,-0.02577534,-0.02931567,-0.02077284,-0.02603733,-0.02284436,-0.02767898,-0.0233846,-0.01653184,-0.02623943,-0.01707915,-0.02963279,-0.01646894,-0.02669945,-0.0283598,-0.00265145,-0.02023299,-0.007287741,-0.01031869,-0.01281771,-0.003534161,0.006712657,-8.365515E-5,-0.009179951,0.002302198,0.006015656,0.002422021
765.964,0.01147102,-0.02558574,-0.03082145,-0.01941236,-0.02636896,-0.02200671,-0.02811899,-0.02076103,-0.01820154,-0.02553251,-0.01768298,-0.03116954,-0.01449384,-0.02799213,-0.02544949,-0.006769315,-0.0211325,-0.008928819,-0.012131,-0.01543736,-0.007831436,0.003547898,-0.0009926569,-0.01221895,-6.160712E-5,0.003897103,0.0001593122
766.402,0.009942259,-0.02530224,-0.03237504,-0.01783699,-0.02665909,-0.01996669,-0.02803951,-0.01936152,-0.01874209,-0.02574874,-0.01833639,-0.03278266,-0.01208697,-0.02989663,-0.02318798,-0.009283589,-0.02028968,-0.01018,-0.01347444,-0.01452713,-0.01004633,0.002414852,-0.0004499456,-0.01320327,-0.0007390404,0.001714313,-0.001730304
766.840,0.009686604,-0.02436337,-0.03300795,-0.01631755,-0.02658595,-0.01737443,-0.02700469,-0.01843942,-0.01891049,-0.02580494,-0.01859916,-0.03421862,-0.009402182,-0.03070848,-0.02203104,-0.008981112,-0.01915229,-0.008879761,-0.01169257,-0.01261044,-0.009617544,0.004677862,0.003262659,-0.01205253,0.001179537,0.001438159,-0.0002717964
767.277,0.01124685,-0.02463654,-0.03304104,-0.01672268,-0.02698545,-0.01645683,-0.02556566,-0.01978644,-0.02027459,-0.02389801,-0.01982595,-0.03407105,-0.008893941,-0.02922166,-0.02228116,-0.006348113,-0.01841802,-0.005764795,-0.008646905,-0.01117438,-0.008188297,0.007286778,0.006614045,-0.009258032,0.003060567,0.002938039,0.004485175
767.715,0.01378605,-0.02483528,-0.03274048,-0.01746992,-0.02687761,-0.01658358,-0.02434347,-0.020935,-0.02077177,-0.02154485,-0.02104678,-0.0320842,-0.008808491,-0.02786982,-0.02401026,-0.00376383,-0.01990801,-0.002853118,-0.005050655,-0.008450577,-0.005112639,0.009936058,0.008952099,-0.005902826,0.005560469,0.005217754,0.009145202
768.153,0.01529548,-0.02527745,-0.03286749,-0.01843076,-0.02657242,-0.01800368,-0.02336304,-0.02101458,-0.02315754,-0.02064876,-0.02057073,-0.03106352,-0.008502864,-0.02758624,-0.02673634,-0.002146493,-0.02196201,-0.002016381,-0.002540191,-0.004704386,-0.002560507,0.01229954,0.01015177,-0.004257208,0.007068573,0.005763911,0.01151518
768.591,0.01682805,-0.0264927,-0.03431169,-0.01986512,-0.02629833,-0.02061006,-0.02269421,-0.02159342,-0.0256971,-0.01984292,-0.02119148,-0.03069857,-0.009476752,-0.02835395,-0.02932233,-0.002190568,-0.02241094,-0.00285782,-0.003591806,-0.004013078,-0.002699517,0.01206923,0.009974733,-0.004859626,0.005794742,0.004480649,0.01097988
769.029,0.01753028,-0.02770028,-0.03555989,-0.02082544,-0.02617963,-0.02291599,-0.02359897,-0.02169704,-0.02601631,-0.01992992,-0.02348451,-0.03014191,-0.01153806,-0.02949945,-0.03142503,-0.003088109,-0.02146687,-0.003615966,-0.006675221,-0.004837327,-0.003884713,0.01084342,0.009013244,-0.005240787,0.005517874,0.003616314,0.009650988
769.467,0.01769594,-0.02884186,-0.03535155,-0.02075028,-0.02582236,-0.02465466,-0.02513366,-0.0229346,-0.02585176,-0.02148997,-0.02653585,-0.02898581,-0.0146013,-0.02915762,-0.03308844,-0.001806726,-0.01932954,-0.003149685,-0.008563611,-0.004526101,-0.002712322,0.009783251,0.008382653,-0.004271696,0.007038365,0.00465616,0.0095387
769.905,0.01821242,-0.03009792,-0.03393407,-0.0199506,-0.02534653,-0.02536232,-0.0258255,-0.02462075,-0.02449132,-0.02303787,-0.02951538,-0.02761888,-0.01697575,-0.02791677,-0.03205762,0.0001197019,-0.0159443,-0.001904037,-0.008918234,-0.004068345,-0.0004490852,0.00864401,0.008012362,-0.002995433,0.008213097,0.006248304,0.01015762
770.343,0.01778739,-0.02976138,-0.03292069,-0.01866722,-0.02603358,-0.02512156,-0.02661214,-0.02518106,-0.02237988,-0.02495685,-0.03088376,-0.02668668,-0.01781192,-0.02712397,-0.02914548,0.0009121101,-0.0123643,-0.001903538,-0.009492411,-0.003953728,-0.000218619,0.007407416,0.00765972,-0.003232565,0.008155238,0.0059024,0.009510647
770.781,0.0180242,-0.02765156,-0.03229626,-0.01621331,-0.02738407,-0.0249175,-0.02748958,-0.02586406,-0.02089091,-0.02702384,-0.03016981,-0.02616552,-0.0174523,-0.02593966,-0.0266044,0.001807832,-0.01037433,-0.00229325,-0.009417136,-0.003781889,0.0007272455,0.006654183,0.009449634,-0.003905192,0.008525827,0.005123473,0.008646141
771.219,0.01977705,-0.0257272,-0.030744,-0.0135819,-0.02801765,-0.02473166,-0.02728642,-0.02719892,-0.01941451,-0.02833099,-0.02776238,-0.02599611,-0.01604714,-0.02468336,-0.0251406,0.002613431,-0.009560067,-0.002554328,-0.007491045,-0.004003028,0.0020398,0.006936005,0.01083186,-0.003461846,0.008698122,0.005722631,0.008318286
771.657,0.02192532,-0.02407682,-0.02950634,-0.01109847,-0.02709747,-0.02335407,-0.0262506,-0.02638402,-0.01787817,-0.02825264,-0.02386028,-0.02611768,-0.01330419,-0.02358435,-0.02368398,0.001499651,-0.00925552,-0.005082782,-0.006245557,-0.006738391,0.0007259188,0.005665004,0.009174409,-0.004769278,0.006712454,0.004593073,0.005870721
772.095,0.02381225,-0.02336727,-0.02913804,-0.008906775,-0.02440109,-0.02203507,-0.02408389,-0.02443573,-0.01733575,-0.02617276,-0.02030697,-0.02571611,-0.0110657,-0.02256337,-0.02264343,0.000324454,-0.009919834,-0.008183598,-0.005146596,-0.009302945,-0.001225634,0.003753179,0.006999959,-0.007040771,0.004872136,0.002733683,0.003297959
772.533,0.02485953,-0.02325539,-0.02828626,-0.007653524,-0.02125793,-0.02201882,-0.02112549,-0.02369459,-0.01871932,-0.02342968,-0.01778038,-0.02426296,-0.01036106,-0.02129356,-0.02249122,0.001199462,-0.01179021,-0.00902783,-0.003213724,-0.008692704,-0.001722767,0.003641186,0.006159681,-0.006952385,0.005105473,0.003240837,0.003226961
