Wavelength [nm],Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance,Absorbance
452.844,-0.01632308,-0.003271961,-0.03324841,0.01662892,-0.018425,0.0115434,-0.009814802,0.005492043,0.006172919,-0.01537017,0.006239962,0.02829197,0.0400476,0.01891151,0.02822034,0.0708064,0.008567527,0.0464014,0.06625672,0.07226881,0.08886891,0.09048652,0.1700112,0.1946449,0.2104664,0.2411244,0.3102776
453.281,-0.01741139,-0.004399635,-0.03424197,0.01581902,-0.02294279,0.01256653,-0.009013991,0.003857596,0.005263742,-0.01405876,0.006152433,0.03090259,0.03663656,0.01860498,0.02824731,0.07629491,0.002007456,0.04639229,0.07810298,0.07603585,0.09711069,0.1011972,0.1796904,0.2020923,0.2207246,0.2487624,0.3182431
453.719,-0.01600126,-0.01107916,-0.03541229,0.01194701,-0.02777659,0.006412289,-0.0106012,-0.0001108255,0.00103988,-0.01252681,0.003752373,0.03015169,0.03430916,0.01787182,0.02489324,0.07956428,-0.002449065,0.04245525,0.08350988,0.07976005,0.09613067,0.1059225,0.1768616,0.1956796,0.2208363,0.2468286,0.315152
454.157,-0.01049683,-0.008005724,-0.02989303,0.01770937,-0.02590433,0.01098537,-0.01244798,0.004988811,-0.008142057,-0.008320843,0.005882728,0.03101651,0.0402851,0.01708703,0.03365178,0.07924258,-0.004482478,0.04210369,0.07648171,0.07269292,0.0913118,0.1029549,0.1750906,0.1907975,0.2171515,0.2403364,0.3059877
454.595,-0.003741818,-0.0008335579,-0.02822186,0.02060344,-0.02351073,0.02050756,-0.01105416,0.01002045,-0.0006339194,-0.006668217,0.00719426,0.03230419,0.04427908,0.009583737,0.04063675,0.06677417,0.004849288,0.03737153,0.05819382,0.06556013,0.07798802,0.09139554,0.1796223,0.1855159,0.2104766,0.2326328,0.3041793
455.033,0.0008727609,0.004895528,-0.03376127,0.01724723,-0.02375637,0.01812771,-0.0117659,0.009365747,0.009371098,-0.01069779,0.005969173,0.03015525,0.04683292,0.007528473,0.03729676,0.0542405,0.01440513,0.03292167,0.05122928,0.05940676,0.070188,0.0863155,0.1820274,0.1832704,0.208874,0.2333439,0.3139334
455.471,0.004793245,0.01082596,-0.03299994,0.01728334,-0.02429385,0.01749853,-0.01369835,0.006084314,0.01102602,-0.008985958,0.01236877,0.02428526,0.04936692,0.007935016,0.03287689,0.05036692,0.01996777,0.03060351,0.04809286,0.05574736,0.07326229,0.08677046,0.176983,0.1824592,0.215531,0.2370675,0.3213354
455.909,0.00558883,0.01175141,-0.03006737,0.01944277,-0.02268606,0.02161547,-0.01337738,0.003220555,0.0119965,-0.004468182,0.0164883,0.01928496,0.0487354,0.01082683,0.03127117,0.05148996,0.01930372,0.02929776,0.04702675,0.05622966,0.07774501,0.08731391,0.1693816,0.1770773,0.2153353,0.2376144,0.3240032
456.347,0.001946958,0.009187304,-0.02829095,0.02077895,-0.02073483,0.02430585,-0.01334349,0.005050419,0.01525874,-0.005033121,0.01480582,0.01785536,0.04803004,0.01464246,0.03280369,0.05202205,0.01329487,0.02191037,0.04211675,0.0520379,0.07515474,0.08004781,0.1662176,0.1693817,0.20283,0.2305334,0.3214231
456.785,-0.002711509,0.006154551,-0.02728275,0.01864315,-0.01947892,0.02217013,-0.01381722,0.005039202,0.01923106,-0.009051488,0.009634728,0.01939274,0.04504105,0.01553569,0.03271039,0.05385461,0.008087467,0.01353419,0.03465572,0.05200999,0.06819056,0.07153898,0.1645043,0.1654745,0.1908584,0.2227468,0.3126477
457.223,-0.004561661,0.003305977,-0.02685094,0.01287456,-0.01831791,0.01662233,-0.01261511,-0.001348641,0.02082438,-0.01108233,0.004725294,0.0205975,0.03736463,0.01184213,0.02855701,0.05683781,0.00941544,0.01344481,0.03102762,0.06383391,0.06302368,0.07022545,0.1569743,0.1660443,0.1878723,0.220467,0.3005156
457.661,-0.003600431,0.0004877193,-0.02858291,0.007188678,-0.01790263,0.01036782,-0.009843199,-0.003489907,0.01840886,-0.0129011,0.002545005,0.01866869,0.0323942,0.008760704,0.0253096,0.05334602,0.01576372,0.01906566,0.03416633,0.06996421,0.05977073,0.07023558,0.1475257,0.1668542,0.1849999,0.2183935,0.2942737
458.099,0.001802556,0.00104081,-0.02779006,0.005994551,-0.02096631,0.009450336,-0.005600696,-0.002077486,0.01447272,-0.01462098,0.002379579,0.01785665,0.03586994,0.01520329,0.02157443,0.05273095,0.02113929,0.03244628,0.05220243,0.0715787,0.06692598,0.07687284,0.1533179,0.1794981,0.1977929,0.2253797,0.3086317
458.537,0.004463429,-0.0002060327,-0.02608918,0.008603011,-0.01699631,0.0133281,-0.001075828,-0.003049392,0.01939573,-0.01137422,-0.00101858,0.02130255,0.03649917,0.02437899,0.01706273,0.06463802,0.02168308,0.04964639,0.0707309,0.08180199,0.08160729,0.09232947,0.1613129,0.1899043,0.218698,0.2408128,0.3216475
458.975,0.006457337,-0.003029549,-0.02491784,0.01015516,-0.01275104,0.0124422,-0.00206354,-0.004892138,0.01947189,-0.006433472,0.0006694268,0.02630847,0.03572041,0.02571346,0.02569983,0.0629068,0.02354511,0.04090741,0.06534377,0.072188,0.08254431,0.0862968,0.1587182,0.1948946,0.2190854,0.2461037,0.337654
459.412,0.005011228,-0.001486376,-0.02503267,0.01076883,-0.01584129,0.00862314,-0.005552707,-0.001536174,0.02170645,-0.00767942,0.004781124,0.02595074,0.03676179,0.01894805,0.03084077,0.05834391,0.02476748,0.02738203,0.05618268,0.06501735,0.07721589,0.07511839,0.1584626,0.2032796,0.2155637,0.249601,0.3537364
459.850,-0.002049429,-0.002160251,-0.02968668,0.008198324,-0.02081397,0.00489588,-0.01010381,0.001998096,0.02642478,-0.01163154,0.001629636,0.02175441,0.03312207,0.0126781,0.02575301,0.05950303,0.02166542,0.02897417,0.05375397,0.06589336,0.0762428,0.07929506,0.1597314,0.204832,0.2142133,0.2531533,0.3541063
460.288,-0.005735465,-0.009625097,-0.03321368,0.003481151,-0.02100187,0.0007807265,-0.01322666,0.0009637108,0.03275429,-0.0122721,-0.005297487,0.02059793,0.02744285,0.01200061,0.01640698,0.06525236,0.01944049,0.03996871,0.05882783,0.07178008,0.08430261,0.09530573,0.1671929,0.2083364,0.2208396,0.2567191,0.3500515
460.726,-0.004963303,-0.01751039,-0.03299991,0.0001075885,-0.01950403,-0.003529054,-0.01411967,-0.003442426,0.03358747,-0.01039003,-0.008367762,0.02289613,0.02511707,0.01615465,0.009062264,0.0713147,0.018414,0.04606786,0.06619126,0.07503863,0.09505279,0.1069644,0.177984,0.2185258,0.2300446,0.2608052,0.3549102
461.164,-0.006473915,-0.01596046,-0.02942948,0.002028439,-0.02238,-0.003762326,-0.01364251,-0.005209655,0.0259011,-0.01089986,-0.004004241,0.02405198,0.02858688,0.01870221,0.008755359,0.07662973,0.01448352,0.04443398,0.07315413,0.07152897,0.1002869,0.1084188,0.1884828,0.2312205,0.2384975,0.2713237,0.3740188
461.602,-0.01065843,-0.004741653,-0.02214204,0.01036076,-0.02617761,0.004718252,-0.01224617,-0.0005160274,0.01955518,-0.01417452,0.005487491,0.02295064,0.03648217,0.01344812,0.01926476,0.08203224,0.008578304,0.04391114,0.08003428,0.06529946,0.09964793,0.1093779,0.205071,0.2410667,0.2535729,0.295136,0.4069166
462.040,-0.008478201,0.005147715,-0.0206044,0.01904363,-0.02216934,0.01569218,-0.01045846,0.006150213,0.02192728,-0.01535316,0.01357367,0.02166321,0.04460666,0.005969636,0.03058624,0.08411322,0.007296617,0.04772158,0.08026174,0.06697424,0.1023514,0.1143737,0.2293998,0.2341807,0.2639602,0.3096421,0.4197821
462.478,-0.001137786,0.002637278,-0.02412002,0.01957481,-0.0205032,0.01450218,-0.008649506,0.00349431,0.02554763,-0.01373308,0.01460541,0.02585434,0.0453878,0.008068766,0.03316601,0.07729914,0.01354459,0.04373208,0.07159634,0.06942746,0.09805506,0.1120875,0.2252033,0.2066844,0.2462781,0.2883794,0.3886573
462.916,-0.00128728,-0.004209646,-0.02328092,0.01897241,-0.02247515,0.01081859,-0.009281158,0.001425575,0.01578123,-0.01284377,0.0154286,0.02825129,0.04413063,0.01141923,0.03482634,0.07526912,0.01058214,0.04536327,0.07216411,0.07793356,0.09803161,0.1133398,0.2160317,0.1997194,0.237637,0.271263,0.3779454
463.354,0.001935539,-0.006642881,-0.0173523,0.01779977,-0.01748169,0.00945982,-0.003487273,0.003445205,0.01181818,-0.008638245,0.01544975,0.0297255,0.04368001,0.01828145,0.03310315,0.07564907,0.007072,0.05220213,0.07452416,0.08699065,0.09976902,0.1192677,0.2162771,0.2017112,0.2420254,0.2739067,0.3821356
463.792,0.006504807,-0.007949614,-0.0110399,0.01579347,-0.01097164,0.008257515,6.33772E-5,0.004417487,0.01497881,-0.002666444,0.01088026,0.03289469,0.03910628,0.02614514,0.02936274,0.06217277,0.006634468,0.03884503,0.06168996,0.074409,0.08646811,0.1044622,0.1986321,0.1927876,0.2321971,0.2662027,0.3714031
464.230,0.007743538,-0.009428879,-0.0105915,0.0150367,-0.009002673,0.009377386,-0.003574064,0.002050622,0.01737321,0.0002712811,0.005047862,0.0330371,0.03578197,0.02733521,0.02454813,0.05061739,0.009611034,0.02423097,0.05220561,0.05879591,0.07053554,0.08584734,0.1764553,0.1810049,0.2154719,0.2485257,0.3496698
464.668,0.006754838,-0.007591649,-0.01385701,0.01667694,-0.009434186,0.01244274,-0.00911484,8.750609E-5,0.01837571,0.0007588469,0.002717633,0.03195373,0.03740413,0.02438047,0.02111978,0.05327136,0.01497005,0.02406156,0.05743505,0.05908475,0.06961463,0.08504418,0.1690673,0.1792755,0.2104376,0.2400341,0.3367198
465.106,0.004114386,-0.004044248,-0.01630827,0.01774488,-0.009050023,0.01244502,-0.01110202,0.0006071593,0.02201359,0.0001544794,0.00152768,0.0312027,0.03998101,0.02305821,0.01928372,0.06016244,0.01815831,0.03105523,0.06636015,0.06763114,0.0806362,0.09669597,0.1723798,0.1859692,0.2161743,0.2438171,0.3383084
465.543,-0.000838159,-0.006438389,-0.01994216,0.01495018,-0.009913634,0.006452688,-0.01120168,0.0002593147,0.02807198,-0.003127213,-0.004196617,0.02755197,0.03899148,0.02164111,0.01795874,0.05731595,0.01524565,0.03565159,0.06684932,0.06950816,0.08823392,0.1031605,0.1734361,0.1924887,0.2194909,0.2475181,0.3462996
465.981,0.003460783,-0.01120208,-0.02901643,0.01339714,-0.01244739,0.002163648,-0.0106486,-0.001182812,0.03205587,-0.00576379,-0.007357959,0.02739111,0.04092623,0.01679907,0.02347742,0.05108378,0.01352958,0.04222532,0.06342896,0.07275374,0.08822734,0.1051375,0.1768856,0.1992636,0.222597,0.2534707,0.3553312
466.419,0.01124526,-0.01094653,-0.03063235,0.0136078,-0.01670131,0.006654983,-0.01108886,-0.003325711,0.02786143,-0.005839979,-0.0045893,0.03014383,0.04279458,0.01206538,0.02924635,0.06501657,0.01074894,0.05081717,0.06728875,0.0825151,0.09050118,0.1134966,0.1859101,0.2206195,0.2343141,0.2722589,0.3782896
466.857,0.006071869,-0.01424546,-0.02914986,0.005516399,-0.02182477,0.005184288,-0.01275327,-0.007968825,0.02342049,-0.009373433,-0.003508596,0.02396814,0.03361976,0.006210337,0.020483,0.06756699,0.009073966,0.04174005,0.06107206,0.07167677,0.07918761,0.1074471,0.1810576,0.2286339,0.2391169,0.2802661,0.4008859
467.295,0.002630449,-0.01625505,-0.030851,-0.0007209548,-0.02097021,0.005351348,-0.008713162,-0.007117037,0.01383928,-0.006447065,-0.002177485,0.0228287,0.02920283,0.009155979,0.01470834,0.07181461,0.003792973,0.04221913,0.0618347,0.07613581,0.08328235,0.1101882,0.1787605,0.2302477,0.252048,0.2929454,0.4223721
467.733,0.003447049,-0.01328675,-0.03202548,0.0003070516,-0.01888068,0.004663665,-0.005222187,-0.003707262,0.00951547,-0.004057641,0.001877797,0.02344373,0.03083299,0.01678596,0.01724073,0.07265222,0.003752524,0.0416587,0.06293643,0.08037063,0.09250302,0.1127489,0.1805029,0.2265401,0.2545587,0.2960347,0.4241403
468.171,0.003892085,-0.0121399,-0.02975138,0.002835332,-0.01665106,0.002413957,-0.004240375,-0.001014703,0.01767102,-0.006343307,0.003098411,0.02359821,0.03287047,0.02130627,0.0199949,0.0703766,0.01302872,0.03994799,0.0632491,0.0774451,0.09777604,0.1144813,0.1878066,0.2246373,0.2522216,0.2935472,0.4107842
468.609,0.00283033,-0.01176404,-0.02737364,0.003813425,-0.01562667,0.004028193,-0.005314376,0.0005406662,0.02635617,-0.01010107,0.001697203,0.02384256,0.036436,0.02261174,0.0214304,0.07193201,0.02171866,0.04603827,0.07054325,0.07678836,0.1039605,0.1211988,0.2011433,0.2306971,0.2600025,0.2980475,0.4102
469.047,-0.0006381222,-0.009943648,-0.02796468,0.004861981,-0.01714859,0.00793538,-0.008528154,0.0002078965,0.02466922,-0.01175748,0.0005343855,0.02412844,0.04129533,0.02268021,0.02442699,0.07768355,0.02336138,0.0555158,0.08267974,0.08253089,0.1095509,0.1293335,0.2128141,0.2412964,0.2755122,0.3085883,0.4265678
469.485,-0.005556161,-0.009514415,-0.0289431,0.006949193,-0.02015216,0.006541771,-0.01185337,-0.00280244,0.01902721,-0.01096415,-5.054991E-5,0.02362435,0.04215452,0.02069902,0.02793968,0.08130746,0.02266941,0.05498871,0.08750859,0.08841595,0.1067784,0.130674,0.2131146,0.2471292,0.2828258,0.313928,0.4379075
469.923,-0.003868373,-0.01180634,-0.02627733,0.007265047,-0.02174649,0.0035254,-0.008852997,-0.004975892,0.0220194,-0.007831564,-0.0004899591,0.02367082,0.03857267,0.01680691,0.02721732,0.08183269,0.0227237,0.05017266,0.08446763,0.09309866,0.1036678,0.1317597,0.2078759,0.2460404,0.2814427,0.3150855,0.4386469
470.361,-0.001439964,-0.01153767,-0.02589729,0.009302807,-0.02621114,0.005953278,-0.006012869,-0.002017397,0.01973836,-0.006015143,0.001201432,0.02307049,0.03766735,0.01250706,0.0282571,0.07509457,0.01586319,0.04686026,0.0796835,0.09791661,0.1006271,0.1313957,0.2117872,0.2392649,0.2791984,0.3146228,0.436205
470.799,-0.003090067,-0.008101902,-0.02884174,0.01498375,-0.02744461,0.01200066,-0.007460377,0.004602722,0.01514052,-0.005695871,0.009055521,0.02274104,0.04040636,0.01694291,0.03265044,0.06889563,0.01481221,0.04054319,0.07794121,0.09851012,0.09545995,0.1278983,0.2192825,0.233831,0.2777954,0.30915,0.4313749
471.237,-0.0031638,-0.008161834,-0.03104508,0.009758876,-0.02654955,0.006616709,-0.01001043,0.004738992,0.01255172,-0.006711109,0.009252999,0.01655245,0.03997456,0.01731289,0.03083979,0.07164772,0.01712567,0.03815696,0.08147876,0.09272988,0.09877574,0.1292417,0.2158272,0.2363055,0.2760216,0.309717,0.4343231
471.675,-0.003532366,-0.004746266,-0.02924144,0.009793634,-0.02357973,0.003078648,-0.0105348,0.004860168,0.006834021,-0.004010277,0.008590672,0.01217676,0.04054777,0.01555958,0.02803958,0.06984227,0.0151165,0.03327355,0.07669177,0.0893171,0.09877679,0.1224763,0.2045389,0.238885,0.2682058,0.3055884,0.4300066
472.112,-0.006242844,0.001303407,-0.02796416,0.01727264,-0.02159892,0.008089528,-0.01215503,0.009573231,0.009471854,-0.0009102955,0.01173013,0.01101193,0.04517187,0.01364932,0.02715785,0.06269657,0.01742206,0.02595599,0.06401559,0.08344514,0.09424127,0.1103458,0.1955265,0.2337658,0.2556189,0.2975991,0.4193023
472.550,-0.01349813,0.004836958,-0.03038242,0.02411295,-0.02332598,0.01476158,-0.01557501,0.01368945,0.01472026,-0.002505447,0.0146236,0.01052733,0.04881469,0.0104787,0.02851934,0.06099105,0.02250477,0.02465691,0.05794354,0.08575587,0.09634596,0.1084946,0.1939117,0.2278735,0.2531273,0.294277,0.4121524
472.988,-0.01794967,0.004708738,-0.03352227,0.0247552,-0.02533085,0.01817975,-0.01663915,0.01570388,0.01558508,-0.006395124,0.01506663,0.01165055,0.04887701,0.00888434,0.03116581,0.06997911,0.02470088,0.03115063,0.06277976,0.09811587,0.1062015,0.1172923,0.1981011,0.2274454,0.2618869,0.2987158,0.4124092
473.426,-0.01210228,0.003712005,-0.03427573,0.02003828,-0.02355033,0.01965506,-0.01290611,0.01745959,0.01544428,-0.006743119,0.01447907,0.01529407,0.04771099,0.009868695,0.0341273,0.0818365,0.02423419,0.0365274,0.06737793,0.1058907,0.1133689,0.1230789,0.1999999,0.2290636,0.2682036,0.3040203,0.4159044
473.864,-0.001680497,0.004222258,-0.03448147,0.01453089,-0.02015153,0.02140306,-0.008431631,0.01734512,0.02104882,-0.004106726,0.01422061,0.01888881,0.04761217,0.008479263,0.03771418,0.0831674,0.02672744,0.03252701,0.06153087,0.09593963,0.1108051,0.1187573,0.1934012,0.2262419,0.2626055,0.3025122,0.4178304
474.302,0.003281992,0.007463877,-0.03251262,0.01493652,-0.01697945,0.02483235,-0.005652854,0.01577625,0.02768061,-0.004246804,0.01722775,0.02577085,0.04860105,0.009537546,0.04389526,0.07223048,0.03078985,0.02737516,0.05518748,0.08021135,0.1037851,0.1127066,0.1918727,0.2207025,0.2511305,0.3009359,0.4153264
474.740,0.004807387,0.007360761,-0.0270381,0.01452886,-0.0138888,0.02058531,-0.005164872,0.01518032,0.02568949,-0.005200738,0.01829953,0.0275579,0.04932809,0.01615223,0.04542685,0.06933813,0.02772945,0.03414871,0.06440388,0.08532262,0.1050275,0.1189642,0.2067864,0.2286325,0.2524664,0.3066884,0.4151231
475.178,0.002250804,0.004118164,-0.0259334,0.00692098,-0.01523538,0.01208062,-0.008838851,0.01035103,0.02303891,-0.009698303,0.01301702,0.02360905,0.04617659,0.02191776,0.04224836,0.06910622,0.0226325,0.03795796,0.06917764,0.1019242,0.1090078,0.1266609,0.2163192,0.2407189,0.2704276,0.3139169,0.4318074
475.616,0.0002909038,0.0004145572,-0.02737332,0.003884862,-0.01874778,0.009637714,-0.01045252,0.006726047,0.01795399,-0.01259511,0.01114297,0.02361823,0.0451588,0.0216824,0.03460869,0.06438441,0.01630456,0.03415772,0.06553064,0.09851754,0.1098333,0.1243613,0.2186894,0.2473411,0.2765789,0.3147198,0.4491513
476.054,0.001134662,-0.001640213,-0.02751514,0.005850699,-0.02302221,0.008551615,-0.01101297,0.009740874,0.007622648,-0.01183223,0.01092481,0.023289,0.04586255,0.01990261,0.03256962,0.06614585,0.01190273,0.03473991,0.06571284,0.09566093,0.1102201,0.1254863,0.2207699,0.2475361,0.2740996,0.3160004,0.456823
476.492,0.001109097,-0.003544898,-0.02691022,0.01097267,-0.02598954,0.005663664,-0.01229011,0.01142025,0.00210178,-0.009221877,0.01176571,0.02299061,0.04616458,0.02119476,0.03326836,0.07161239,0.01262678,0.03854314,0.07194499,0.09623768,0.1140275,0.130218,0.2218806,0.2450121,0.2761411,0.322788,0.4609583
476.930,-0.001148016,-0.004529239,-0.02580939,0.01624885,-0.0265918,0.003415306,-0.01169249,0.009628261,0.002766122,-0.005884804,0.01320491,0.02430846,0.04526456,0.02258316,0.03180624,0.07697318,0.01617155,0.04278531,0.08066296,0.09496223,0.1207335,0.1366691,0.2277186,0.2466359,0.2813585,0.3339825,0.4686443
477.368,-0.003482071,-0.004362383,-0.02449943,0.01894279,-0.02458787,0.003776429,-0.008574722,0.008455404,0.00557688,-0.002301892,0.01361008,0.02776173,0.04399462,0.02163741,0.03056311,0.0836018,0.01881763,0.04977525,0.090008,0.0941119,0.1270416,0.1458401,0.2377353,0.2548295,0.2880837,0.3464047,0.4814439
477.806,-0.005189005,-0.004438953,-0.02402738,0.01932298,-0.02039351,0.005758269,-0.005410228,0.009056416,0.00986029,0.0005202553,0.01347438,0.0317184,0.04462035,0.02166857,0.03516251,0.09190716,0.02050866,0.05974256,0.09846886,0.09999831,0.1298296,0.1554478,0.240647,0.2650027,0.2977789,0.3542425,0.4914852
478.243,-0.009329048,-0.004135174,-0.02472432,0.02031193,-0.01555394,0.009206082,-0.002377971,0.007196174,0.01703664,0.001593024,0.01714086,0.03305486,0.04910212,0.02556687,0.04283974,0.09355157,0.02317511,0.06210249,0.09987324,0.1071201,0.1277821,0.1552743,0.2313974,0.2684562,0.3012845,0.3489978,0.483788
478.681,-0.01228204,-0.0004817679,-0.02483421,0.01835141,-0.01251678,0.01522929,-0.000816434,0.007548605,0.01953506,0.001957236,0.02045182,0.03194659,0.05284982,0.02691892,0.04377975,0.08011481,0.02167901,0.04994682,0.08836298,0.1009304,0.1185975,0.1418329,0.2203351,0.2538172,0.2887157,0.3315397,0.4612021
479.119,-0.006085561,0.001814097,-0.02373479,0.01648578,-0.01359129,0.01961607,-0.005561613,0.008919223,0.02312894,0.0008114911,0.0230226,0.02981826,0.05060859,0.02234195,0.04057043,0.06373747,0.02077055,0.03817486,0.0752887,0.08506994,0.1137714,0.1318161,0.2148449,0.2394435,0.2745387,0.3203324,0.4488575
479.557,-0.00037443,0.003306877,-0.02681124,0.01633224,-0.01613622,0.01789735,-0.009316958,0.00939293,0.02442192,-0.003613087,0.02254728,0.02786219,0.04932189,0.01850915,0.04410705,0.06364141,0.0254582,0.03769851,0.07278479,0.08304502,0.1155529,0.1335036,0.2140732,0.2428705,0.279655,0.3234863,0.4504467
479.995,0.001903194,0.002606298,-0.02874818,0.01532086,-0.01887233,0.01287059,-0.008325571,0.008849628,0.02283839,-0.006977288,0.02157135,0.02671729,0.04979506,0.01750743,0.04571252,0.06929973,0.0297226,0.03963303,0.07595565,0.08914036,0.119526,0.1331901,0.2092314,0.24238,0.282314,0.3283877,0.4506469
480.433,0.003368672,-0.002451156,-0.02830246,0.0148904,-0.02197594,0.009292476,-0.006085935,0.006576472,0.02286232,-0.00799284,0.01794209,0.02855333,0.04860129,0.01861585,0.04331004,0.0713882,0.03019583,0.03856686,0.07890204,0.09184088,0.1211325,0.1329236,0.2113265,0.2393088,0.285055,0.3329929,0.4530247
480.871,0.002597408,-0.007629907,-0.02672102,0.01458773,-0.02504813,0.009086552,-0.004516145,0.005738508,0.02315024,-0.006764718,0.01536746,0.0319349,0.04602038,0.02000671,0.03868519,0.07232466,0.03033671,0.03812985,0.08305117,0.09689901,0.1222272,0.1380859,0.2229257,0.2420891,0.2920227,0.3399201,0.4656081
481.309,0.0003272945,-0.007497793,-0.0245372,0.01565844,-0.02409915,0.01097901,-0.003455927,0.008251778,0.02117043,-0.004650497,0.01745243,0.03464854,0.04494941,0.02302099,0.03606412,0.07421334,0.0301622,0.03939204,0.08539213,0.1048047,0.1232405,0.1445309,0.2356882,0.249255,0.2977594,0.3465196,0.4796492
481.747,-0.0007389747,-0.004162496,-0.02179355,0.01761808,-0.01929581,0.01228178,-0.002110476,0.01132038,0.01958334,-0.002408222,0.02023068,0.03584492,0.04649478,0.0269237,0.03637809,0.07893808,0.03069892,0.0408798,0.08559165,0.1105657,0.1229909,0.1475992,0.2414823,0.2575193,0.3008436,0.3512351,0.4853418
482.185,-0.0006976016,-0.003342726,-0.02027235,0.01861321,-0.0164011,0.01266266,-0.0007736054,0.01246924,0.02259161,-0.000435111,0.01921288,0.03544338,0.04952687,0.02745431,0.03778622,0.08673643,0.03535499,0.04278546,0.08759238,0.1114829,0.1220982,0.1498709,0.241935,0.2665512,0.3061841,0.3562594,0.4866465
482.623,-0.003241885,-0.002302202,-0.02317208,0.02080139,-0.01675139,0.01476646,-0.001522035,0.01549947,0.02635433,-0.0007586009,0.02147248,0.0329111,0.05347356,0.02468632,0.04145233,0.08892501,0.04028072,0.04569773,0.0867534,0.1060622,0.1226845,0.1518713,0.2421712,0.2685563,0.3064669,0.3578758,0.4852627
483.061,-0.004905943,-0.002464183,-0.02714068,0.02088105,-0.01750365,0.01297753,-0.005854922,0.015201,0.02825128,-0.002813763,0.02207005,0.0302766,0.05366618,0.02408429,0.04306493,0.08081622,0.03794688,0.04609303,0.080296,0.1012115,0.1240879,0.1497167,0.2441128,0.2624459,0.2984252,0.3542227,0.4806664
483.499,-0.003768724,-0.004080634,-0.02602618,0.0178647,-0.01661631,0.01217026,-0.009718666,0.01040001,0.02838009,-0.005007209,0.02099773,0.03018742,0.04889003,0.02127961,0.04397862,0.07744306,0.03793096,0.04048153,0.0775695,0.09667105,0.1242973,0.1479016,0.2328394,0.2568689,0.2929087,0.3476899,0.4893558
483.937,-0.004979737,-0.006468486,-0.02627014,0.01739889,-0.01699932,0.01410694,-0.01033499,0.008201259,0.03239552,-0.005141324,0.02177456,0.03088895,0.04723292,0.01792471,0.04542421,0.07399107,0.04112043,0.03175769,0.06997516,0.08482081,0.1177882,0.1401835,0.2147803,0.2484559,0.288291,0.3386964,0.4837848
484.374,-0.007289935,-0.01026827,-0.02471678,0.01484854,-0.01719056,0.01230518,-0.008919088,0.008407327,0.03240677,-0.00119539,0.01991774,0.03170967,0.04795357,0.01807576,0.04574944,0.07274133,0.04512981,0.03355324,0.07425339,0.08687031,0.1166452,0.1397761,0.2120472,0.2489055,0.291512,0.343718,0.4815546
484.812,-0.008079765,-0.00964908,-0.02288855,0.01248448,-0.01926491,0.009673662,-0.009012156,0.009855782,0.03119664,0.001781191,0.01906624,0.03270595,0.04881266,0.02165916,0.04460683,0.07611723,0.04761102,0.04017323,0.08324044,0.09523467,0.1208897,0.1452369,0.2217492,0.2565731,0.2994692,0.3542407,0.4908068
485.250,-0.003784677,-0.006599108,-0.02206175,0.01302444,-0.02011141,0.007590629,-0.007388529,0.01152709,0.03225933,0.002648335,0.01955982,0.03509562,0.04894848,0.02532914,0.04418291,0.08237895,0.04899346,0.04819293,0.0912938,0.1051973,0.1273611,0.1547182,0.2343278,0.2688993,0.3110143,0.3646798,0.5086863
485.688,0.003522242,-0.00422179,-0.02256417,0.0156219,-0.01737645,0.005996998,-0.002857375,0.0134348,0.03291579,0.00340149,0.02104055,0.03954063,0.04873747,0.02852442,0.04547222,0.08694116,0.04781306,0.05339076,0.09343151,0.1146272,0.1291549,0.1628867,0.2427003,0.2777193,0.3231689,0.371038,0.525164
486.126,0.007463417,-0.002875982,-0.02404877,0.01881447,-0.01392753,0.005967427,0.001265015,0.01482788,0.03039952,0.004895957,0.02291563,0.04382081,0.04914634,0.03054525,0.04684184,0.08705808,0.0423042,0.05179191,0.08795447,0.1182202,0.1255638,0.1639248,0.2454296,0.2782428,0.3279043,0.371219,0.5296955
486.564,0.004868292,-0.00174533,-0.0252047,0.02236473,-0.01351775,0.008829021,0.001481904,0.01426757,0.02770967,0.005690813,0.0244498,0.04376579,0.05063205,0.0290919,0.04710433,0.08675635,0.03589721,0.04612117,0.08234589,0.1140825,0.1264558,0.1596319,0.2452137,0.2760822,0.3230713,0.3694701,0.523538
487.002,0.0007298416,-0.001020753,-0.02396638,0.02472159,-0.01345747,0.01286345,-0.001424753,0.01300724,0.02875154,0.004937295,0.02611748,0.03896873,0.05198723,0.02600307,0.0485855,0.09442463,0.03648858,0.04588775,0.08855083,0.1139336,0.1375298,0.1599668,0.2450819,0.277219,0.3254108,0.374788,0.524172
487.440,0.001660078,-9.171013E-5,-0.0218558,0.02541879,-0.01423005,0.01683824,-0.003129467,0.01444823,0.03053677,0.003212588,0.02516506,0.03844331,0.05138552,0.02556012,0.04923963,0.1043873,0.03912993,0.04866788,0.09672682,0.1119935,0.1424867,0.1634931,0.2461752,0.2794055,0.3368737,0.3828185,0.5337939
